drug_name,n_cell_lines,direction_instability,mean_pairwise_cosine,mean_rotation_angle_deg,magnitude_cv,mean_norm,frechet_variance,mean_top_gene_jaccard,moa,target,clinical_phase,p_value_population
BRD-K88735704,14,0.9248578399419785,0.07514216005802155,85.66182708740234,0.23187527060508728,28.180273056030273,1.4137556552886963,0.043840968116350465,,,,0.35503638452700115
RS-102895,8,0.9248813316226006,0.07511866837739944,85.67923736572266,0.11798802763223648,29.452829360961914,1.2539342641830444,0.043386957867841074,CCR antagonist,CCR2,Preclinical,0.3483490566037736
BRD-K63860984,5,0.9248890429735184,0.07511095702648163,85.68810272216797,0.07181186228990555,31.18233871459961,1.0732567310333252,0.047583982779379565,,,,0.36699429296131897
BRD-K21001652,8,0.9248894080519676,0.07511059194803238,85.68656921386719,0.15154960751533508,34.01325988769531,1.2532050609588623,0.05128323905555736,,,,0.34858490566037736
carmofur,7,0.924892470240593,0.07510752975940704,85.66761779785156,0.2876155376434326,34.767112731933594,1.2078436613082886,0.05503255825692005,thymidylate synthase inhibitor,TYMS,Launched,0.3489707994255625
BRD-K20862010,5,0.9248978644609451,0.07510213553905487,85.68462371826172,0.11047898232936859,30.13425636291504,1.0731514692306519,0.054989695595319535,,,,0.3674698795180723
BRD-K06953509,5,0.9249346107244492,0.07506538927555084,85.68128967285156,0.10473933070898056,31.719467163085938,1.074155330657959,0.047723207221788556,,,,0.3676284083703234
BRD-K09902564,9,0.9249354600906372,0.07506453990936279,85.6734848022461,0.17507334053516388,28.53251075744629,1.2959142923355103,0.042181102031737604,,,,0.35013511925743157
SEW-05685,13,0.9249355494976044,0.07506445050239563,85.64318084716797,0.2979145646095276,34.188907623291016,1.3982510566711426,0.04658121940028118,,,,0.3558705228883356
BRD-K97239800,5,0.9249461442232132,0.0750538557767868,85.6876449584961,0.09536101669073105,30.489566802978516,1.073698878288269,0.051780884548313956,,,,0.36794546607482564
BRD-K74126469,9,0.9249664321541786,0.07503356784582138,85.68089294433594,0.13140492141246796,25.00576400756836,1.2943921089172363,0.0392869286108408,,,,0.35048760427681824
SA-422830,9,0.9249759539961815,0.07502404600381851,85.67980194091797,0.15638135373592377,27.508474349975586,1.2924127578735352,0.04053095443536569,,,,0.3506050992832805
BRD-K28001518,6,0.9249784499406815,0.07502155005931854,85.6904525756836,0.13508130609989166,30.47820472717285,1.1502164602279663,0.046989409358171,,,,0.36990791321991573
BRD-K24391905,6,0.9250084236264229,0.07499157637357712,85.69265747070312,0.09458080679178238,29.4537410736084,1.1503286361694336,0.05660014170767858,,,,0.37006399250819416
MRS-1754,13,0.9250093549489975,0.0749906450510025,85.66357421875,0.19073744118213654,27.183399200439453,1.4041074514389038,0.04174139726375541,,,,0.3564451254548937
rucaparib,51,0.9250401854515076,0.07495981454849243,85.68523406982422,0.33287686109542847,30.447742462158203,1.5921671390533447,0.041981343029477126,PARP inhibitor,PARP1|PARP2,Phase 3,0.5335195530726257
BRD-K36754063,5,0.9250620156526566,0.07493798434734344,85.67992401123047,0.1525423675775528,34.70519256591797,1.0750541687011719,0.04350725327186498,,,,0.36873811033608117
ebelactone-b,14,0.9250789508223534,0.07492104917764664,85.67491149902344,0.20013411343097687,25.861116409301758,1.4149967432022095,0.038602371292690535,,,,0.3567598621217924
tibolone,9,0.9250939935445786,0.07490600645542145,85.67219543457031,0.28798627853393555,34.99533462524414,1.3003062009811401,0.03617582250461736,androgen receptor agonist|estrogen receptor agonist|progesterone receptor agonist,ESR1,Launched,0.35131006932205383
BRD-K26772093,5,0.9250958412885666,0.07490415871143341,85.69385528564453,0.16139501333236694,32.68791580200195,1.0749748945236206,0.043394104061952696,,,,0.36905516804058336
BRD-K18415753,6,0.9251054897904396,0.0748945102095604,85.69964599609375,0.2580626904964447,34.381404876708984,1.1492124795913696,0.04322454624993049,,,,0.37068830966130795
BRD-K80204570,5,0.9251086339354515,0.07489136606454849,85.69393157958984,0.10358960926532745,36.93082046508789,1.073429822921753,0.04473111723097176,,,,0.3693722257450856
BRD-K80954162,6,0.9251186698675156,0.07488133013248444,85.69376373291016,0.057518117129802704,27.799779891967773,1.150211215019226,0.04696452953061793,,,,0.3710004682378648
BRD-K88761633,8,0.9251303821802139,0.07486961781978607,85.68197631835938,0.19057343900203705,30.05493927001953,1.2582454681396484,0.046118435316840005,,,,0.35082547169811323
BRD-K43014865,6,0.9251315370202065,0.07486846297979355,85.68290710449219,0.11465650051832199,30.586807250976562,1.1514936685562134,0.04274670167586215,,,,0.37131262681442173
BRD-K20051162,5,0.9251766875386238,0.07482331246137619,85.69599151611328,0.3271341025829315,35.57844924926758,1.074869990348816,0.03903180358487639,,,,0.37000634115409003
BRD-K13580623,9,0.9251894652843475,0.07481053471565247,85.66552734375,0.1654396504163742,29.21615219116211,1.294402837753296,0.038756291483462824,,,,0.3522500293737516
BRD-K70771662,14,0.9252005219459534,0.07479947805404663,85.68077087402344,0.282130628824234,30.518550872802734,1.4147491455078125,0.04573046679050558,,,,0.35752585216392185
pterostilbene,10,0.9252141192555428,0.07478588074445724,85.6891860961914,0.493694543838501,38.91865921020508,1.325193166732788,0.04740702929074806,cyclooxygenase inhibitor|PPAR receptor agonist,PTGS2,Phase 2/Phase 3,0.3538998835855646
mafenide,9,0.9252258688211441,0.0747741311788559,85.6840591430664,0.39992937445640564,39.91773223876953,1.296998381614685,0.037909884576392154,carbonic anhydrase inhibitor,CA12|CA14|CA2|CA4|CA6|CA9,Launched,0.3526025143931383
BRD-K93331292,9,0.9252271950244904,0.07477280497550964,85.69239807128906,0.38562262058258057,35.68427658081055,1.2932325601577759,0.04506467642054484,,,,0.3527200093996005
BRD-K72883421,8,0.9252290204167366,0.0747709795832634,85.7005844116211,0.244029700756073,29.951860427856445,1.2545530796051025,0.05433519738517719,,,,0.35176886792452833
roscovitine,18,0.9252381771802902,0.07476182281970978,85.67170715332031,0.260623961687088,32.091880798339844,1.4697178602218628,0.04608541511448531,CDK inhibitor,CDK2|CDK9,Phase 2,0.3475646422128683
KU-C103420N,9,0.925239086151123,0.07476091384887695,85.70692443847656,0.19037339091300964,25.724550247192383,1.2906888723373413,0.04984844703124784,,,,0.3530724944189872
KU-C103871,9,0.925240620970726,0.07475937902927399,85.68846130371094,0.4086375832557678,38.31477737426758,1.2915451526641846,0.05451943799963482,,,,0.35318998942544944
LY-2140023,8,0.9252427965402603,0.07475720345973969,85.66867065429688,0.13191363215446472,24.86322021484375,1.2639474868774414,0.04062139487706583,,,,0.35212264150943395
BRD-K86048057,7,0.925251416862011,0.07474858313798904,85.63024139404297,0.20053637027740479,47.41030502319336,1.2181320190429688,0.04294825110740219,,,,0.35256103398755384
BRD-K09295900,7,0.9252756461501122,0.07472435384988785,85.6837387084961,0.33586055040359497,34.19977569580078,1.2109562158584595,0.03968316060867536,,,,0.3526807084729536
triacsin-c,51,0.9252763316035271,0.07472366839647293,85.6941146850586,0.26418596506118774,27.873260498046875,1.5972154140472412,0.04035624261053328,,,,0.5363128491620112
BRD-K93200353,5,0.9252934902906418,0.07470650970935822,85.7119140625,0.18134939670562744,38.864768981933594,1.0736091136932373,0.04470825811720546,,,,0.37175015852885224
BRD-K91416305,5,0.9253087714314461,0.07469122856855392,85.70462036132812,0.1721663773059845,32.122703552246094,1.0750081539154053,0.04444012654516378,,,,0.3719086873811034
fosinopril,8,0.9253135919570923,0.07468640804290771,85.68656158447266,0.3091415762901306,32.361717224121094,1.2585422992706299,0.04440514946664022,angiotensin converting enzyme inhibitor,ACE,Launched,0.3527122641509434
BRD-K46285453,8,0.9253155067563057,0.0746844932436943,85.7066879272461,0.43446388840675354,33.29299545288086,1.2550535202026367,0.04226514122576646,,,,0.35283018867924526
BRD-K88058683,5,0.9253275692462921,0.07467243075370789,85.71086120605469,0.07864372432231903,33.32019805908203,1.0740439891815186,0.04760578344732382,,,,0.37238427393785667
BRD-K89696951,9,0.9253285452723503,0.07467145472764969,85.67768859863281,0.2300538867712021,32.50667190551758,1.297404170036316,0.042261640016008836,,,,0.35424744448360945
DR-2313,13,0.9253496155142784,0.07465038448572159,85.70030212402344,0.2633363604545593,32.792213439941406,1.3943825960159302,0.04367137606378485,PARP inhibitor,PARP1|PARP3,Preclinical,0.3600842750430952
minaprine,8,0.925361879169941,0.07463812083005905,85.69590759277344,0.09641765803098679,26.88626480102539,1.2623968124389648,0.03966967598079611,serotonin reuptake inhibitor,ACHE|CHRM1|DRD1|DRD2|HTR2A|HTR2B|HTR2C|MAOA|SLC6A4,Withdrawn,0.35330188679245284
BRD-K90073570,5,0.925367183983326,0.07463281601667404,85.71418762207031,0.28055843710899353,38.42193603515625,1.074284553527832,0.04632773232490971,,,,0.37285986049461
BRD-K73099734,8,0.9253905341029167,0.07460946589708328,85.70277404785156,0.2031659483909607,31.54663848876953,1.2547388076782227,0.03600152208051128,,,,0.3535377358490566
BRD-K92347680,5,0.9254048317670822,0.07459516823291779,85.71681213378906,0.11143189668655396,34.39085388183594,1.074080228805542,0.04588500484651779,,,,0.37317691819911225
BRD-K91671201,13,0.9254099130630493,0.07459008693695068,85.69278717041016,0.16548046469688416,26.343721389770508,1.3971269130706787,0.04074658596183364,,,,0.3606588776096533
BRD-K21170640,8,0.9254170283675194,0.07458297163248062,85.70181274414062,0.15084975957870483,30.140838623046875,1.2551157474517822,0.041454777748085994,,,,0.35389150943396225
BRD-K96543798,5,0.9254262894392014,0.07457371056079865,85.71063995361328,0.1381458044052124,31.212814331054688,1.0746816396713257,0.04420329560248289,,,,0.37349397590361444
BRD-K27882424,5,0.925437793135643,0.074562206864357,85.7203140258789,0.1624135822057724,29.743026733398438,1.0741466283798218,0.04563056440812534,,,,0.3736525047558656
arecaidine-but-2-ynyl-ester,13,0.9254392981529236,0.07456070184707642,85.70978546142578,0.2745852768421173,28.65226936340332,1.3957315683364868,0.03842381671914561,acetylcholine receptor agonist,CHRM2,Preclinical,0.3610419459873587
4-iodo-6-phenylpyrimidine,51,0.9254544600844383,0.07454553991556168,85.7020263671875,0.21449783444404602,28.313383102416992,1.5985184907913208,0.041159734765814866,macrophage migration inhibiting factor inhibitor,MIF,Preclinical,0.5391061452513967
BRD-K41660807,5,0.925493523478508,0.074506476521492,85.71060180664062,0.21769540011882782,35.589515686035156,1.0762144327163696,0.041143128129293265,,,,0.3738110336081167
BRD-K28667054,6,0.9254977479577065,0.07450225204229355,85.71959686279297,0.10194271802902222,29.263715744018555,1.1501394510269165,0.05675278804177059,,,,0.3753706883096613
SA-1460110,7,0.9254991933703423,0.07450080662965775,85.69552612304688,0.11447352916002274,34.255245208740234,1.215351939201355,0.043884848570416794,,,,0.3549545236955481
BRD-K89329876,51,0.9255247265100479,0.07447527348995209,85.68856048583984,0.2082810401916504,30.66560935974121,1.6108062267303467,0.04056885798091979,,,,0.5418994413407822
BRD-K52959179,5,0.9255774170160294,0.07442258298397064,85.72518920898438,0.05022856220602989,27.706212997436523,1.0748047828674316,0.04088735875043925,,,,0.37428662016487
BRD-K03358980,9,0.9255775660276413,0.0744224339723587,85.57986450195312,0.15495780110359192,29.933650970458984,1.3050951957702637,0.0404644736858994,,,,0.3560098695805428
BRD-K19004531,5,0.9255824536085129,0.07441754639148712,85.72559356689453,0.1515045017004013,33.18716812133789,1.075034499168396,0.04910251093622623,,,,0.3746036778693722
BRD-K76237504,5,0.9255861192941666,0.07441388070583344,85.72722625732422,0.06753771752119064,28.3874454498291,1.0746835470199585,0.04426017490091355,,,,0.37476220672162336
BRD-K71038516,5,0.9255896508693695,0.0744103491306305,85.71660614013672,0.16660426557064056,31.02907943725586,1.0759589672088623,0.045439166294940346,,,,0.37492073557387445
BRD-K85438393,5,0.9255911707878113,0.07440882921218872,85.72941589355469,0.12534832954406738,28.228219985961914,1.0741498470306396,0.048502853002225885,,,,0.37507926442612555
BRD-K17289060,5,0.925649605691433,0.07435039430856705,85.73172760009766,0.2476866990327835,37.184722900390625,1.0742690563201904,0.048865790804055516,,,,0.37523779327837664
BRD-K62536321,5,0.9256574958562851,0.0743425041437149,85.7330093383789,0.1145877093076706,30.509140014648438,1.0743238925933838,0.049188324241681854,,,,0.3753963221306278
BRD-K27440500,8,0.9256590083241463,0.07434099167585373,85.72565460205078,0.353419691324234,30.42898941040039,1.2565248012542725,0.0437337915906865,,,,0.35566037735849054
BRD-K03371390,8,0.9256604462862015,0.07433955371379852,85.72860717773438,0.24784256517887115,30.622739791870117,1.2548229694366455,0.04006252460449612,,,,0.35577830188679244
etazolate,8,0.9256609678268433,0.07433903217315674,85.72412872314453,0.13319428265094757,29.334999084472656,1.2576165199279785,0.04425228613893303,phosphodiesterase inhibitor,GABRB3|PDE4A,Phase 2,0.35589622641509433
BRD-K89941546,5,0.9256615787744522,0.07433842122554779,85.72624969482422,0.23035557568073273,55.744895935058594,1.0757503509521484,0.0421623324796293,,,,0.3760304375396322
BRD-K57883133,5,0.9256833344697952,0.07431666553020477,85.72549438476562,0.21938961744308472,32.90056610107422,1.0759861469268799,0.04484061802208303,,,,0.3761889663918833
BRD-K42543304,8,0.925694040954113,0.074305959045887,85.70452117919922,0.2550950348377228,31.239137649536133,1.2622714042663574,0.03537927824972944,,,,0.35625
BRD-K17630163,6,0.9257114678621292,0.07428853213787079,85.7248764038086,0.09449805319309235,28.184860229492188,1.1536208391189575,0.04420356683674801,,,,0.37786795692211644
equol,8,0.9257190972566605,0.07428090274333954,85.73624420166016,0.10092239826917648,33.285030364990234,1.2546141147613525,0.04487444080699999,estrogen receptor agonist,ESR1|ESR2,Launched,0.3564858490566038
BRD-K53220080,6,0.9257303401827812,0.07426965981721878,85.71739959716797,0.16053785383701324,38.56898880004883,1.1532031297683716,0.0455239846834781,,,,0.3781801154986733
linopirdine,9,0.9257410615682602,0.07425893843173981,85.71524810791016,0.25712358951568604,34.162288665771484,1.2947838306427002,0.044716631507673126,potassium channel blocker,KCNQ2|KCNQ3|KCNQ4|KCNQ5,Phase 3,0.3578897896839384
SC-I-004,13,0.9257467985153198,0.07425320148468018,85.67708587646484,0.2540164887905121,39.86086654663086,1.396101474761963,0.045706130396808015,,,,0.3627657536870331
BRD-K78701355,13,0.925753578543663,0.07424642145633698,85.71829986572266,0.25061294436454773,31.23981475830078,1.395605206489563,0.041929127689282794,,,,0.3629572878758858
BRD-K58628167,13,0.9257544279098511,0.07424557209014893,85.72368621826172,0.131356880068779,25.984813690185547,1.3957805633544922,0.03981866622247539,,,,0.36314882206473853
BRD-K07877311,14,0.9257978200912476,0.07420217990875244,85.69277954101562,0.42966851592063904,42.00233840942383,1.4116971492767334,0.043218663021451144,,,,0.3634622749904251
BRD-K07786204,5,0.9258122742176056,0.07418772578239441,85.73993682861328,0.06813949346542358,29.937835693359375,1.074867606163025,0.05384638866238931,,,,0.37714013950539
sorafenib,20,0.9258182570338249,0.07418174296617508,85.69645690917969,0.32389551401138306,35.037147521972656,1.4950041770935059,0.04881269303417352,FLT3 inhibitor|KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|RAF inhibitor|RET tyrosine kinase inhibitor|VEGFR inhibitor,BRAF|DDR2|FGFR1|FLT1|FLT3|FLT4|KDR|KIT|PDGFRB|RAF1|RET,Launched,0.32592909013242205
BRD-K61657561,5,0.9258403033018112,0.07415969669818878,85.66941833496094,0.13220906257629395,35.37562942504883,1.082942247390747,0.05114891983363373,,,,0.3772986683576411
PSB-1115,8,0.925855241715908,0.07414475828409195,85.7382583618164,0.2527322471141815,33.22461700439453,1.25734543800354,0.041476832350960384,adenosine receptor antagonist,ADORA1|ADORA2B|ADORA3,Preclinical,0.35754716981132073
BRD-K72462751,13,0.9258560985326767,0.0741439014673233,85.71131896972656,0.2892707586288452,35.081703186035156,1.4052588939666748,0.039525686551514935,,,,0.3639149588201494
cefixime,13,0.9258712381124496,0.07412876188755035,85.6959457397461,0.33160755038261414,34.11589050292969,1.4056471586227417,0.03829723620336336,bacterial cell wall synthesis inhibitor,,Launched,0.3641064930090021
BRD-K30940328,6,0.9258796945214272,0.07412030547857285,85.73675537109375,0.1800883710384369,38.689876556396484,1.152459740638733,0.04325393231588446,,,,0.3789605119400656
phenytoin,8,0.9258805364370346,0.0741194635629654,85.73934173583984,0.1898244172334671,24.846498489379883,1.265348196029663,0.04345681344409207,hydantoin antiepileptic,SCN10A|SCN11A|SCN1A|SCN2A|SCN3A|SCN4A|SCN5A|SCN7A|SCN8A|SCN9A,Launched,0.3580188679245283
BRD-K50953983,5,0.9259193390607834,0.07408066093921661,85.72883605957031,0.05636844411492348,29.165477752685547,1.0763412714004517,0.054450761007093854,,,,0.3779327837666455
BRD-K35900085,5,0.9259468466043472,0.07405315339565277,85.74918365478516,0.1295623481273651,29.209884643554688,1.0751479864120483,0.04408796959978129,,,,0.3780913126188966
orphenadrine,13,0.9259474575519562,0.07405254244804382,85.72466278076172,0.27710461616516113,33.79624938964844,1.3980706930160522,0.0431570120588105,acetylcholine receptor antagonist,,Launched,0.3644895613867075
BRD-K22657795,6,0.9259541034698486,0.07404589653015137,85.7441177368164,0.16381828486919403,31.44163703918457,1.1516895294189453,0.04410522249139608,,,,0.3795848290931793
BRD-K27597389,8,0.9259840250015259,0.07401597499847412,85.73126983642578,0.2838129699230194,36.02703857421875,1.2660331726074219,0.04595374902919448,,,,0.3586084905660377
BRD-K22321414,8,0.9260008260607719,0.07399917393922806,85.75186157226562,0.06376963108778,30.63402557373047,1.2555780410766602,0.05697983932030907,,,,0.3587264150943396
GSK-1070916,19,0.9260018318891525,0.07399816811084747,85.69720458984375,0.4980565905570984,35.8383903503418,1.4942786693572998,0.04317238436947377,,,,0.32763776164032465
BRD-K20790586,5,0.9260036572813988,0.07399634271860123,85.7399673461914,0.07311764359474182,33.59595489501953,1.0767035484313965,0.046685954740557124,,,,0.3787254280279011
BRD-K05789716,5,0.926004983484745,0.07399501651525497,85.74535369873047,0.1499413698911667,35.63447570800781,1.0764033794403076,0.04421626030163343,,,,0.3788839568801522
BRD-K08198655,6,0.9260470196604729,0.07395298033952713,85.75161743164062,0.10051316767930984,30.0800838470459,1.1516376733779907,0.05120613275792153,,,,0.3803652255345716
BRD-K42173890,5,0.9260493516921997,0.07395064830780029,85.74935913085938,0.09921304881572723,33.74387741088867,1.0752873420715332,0.04396934890697003,,,,0.3792010145846544
BRD-A49581300,13,0.9260604605078697,0.07393953949213028,85.71686553955078,0.3322886824607849,27.977935791015625,1.4075698852539062,0.04070986312117098,,,,0.3652556981421184
BRD-K18249495,9,0.926113910973072,0.07388608902692795,85.75402069091797,0.19379523396492004,30.507408142089844,1.2943466901779175,0.047600070172629814,,,,0.3605921748325696
Y-27632,56,0.9261642098426819,0.07383579015731812,85.72393798828125,0.34888607263565063,35.764854431152344,1.6205766201019287,0.04260783537780611,rho associated kinase inhibitor,PKIA|PKN2|PRKACA|PRKCE|ROCK1|ROCK2,Preclinical,0.5446927374301676
BRD-K32444480,6,0.9261747598648071,0.07382524013519287,85.75995635986328,0.21584998071193695,33.66709899902344,1.1517490148544312,0.04995743801834981,,,,0.3808334633994069
ZK-93423,14,0.9261776953935623,0.07382230460643768,85.74436950683594,0.28234073519706726,38.47567367553711,1.423879623413086,0.04035200241929695,benzodiazepine receptor agonist,GABRA1|GABRA2|GABRA3|GABRA5|GABRB2|GABRG2,Phase 3,0.3657602451168135
theophylline,8,0.9261881113052368,0.07381188869476318,85.65713500976562,0.2594517767429352,30.480480194091797,1.2616047859191895,0.05215739155470373,,,,0.3597877358490566
BRD-K29946363,5,0.9261904433369637,0.07380955666303635,85.75251770019531,0.32789909839630127,36.0090446472168,1.0765125751495361,0.04350511905854264,,,,0.37983512999365887
BRD-K69231968,9,0.9261920526623726,0.07380794733762741,85.7534408569336,0.15574727952480316,28.07828140258789,1.295341968536377,0.04631721421529381,,,,0.36117964986488077
SA-1459261,6,0.926196739077568,0.07380326092243195,85.76124572753906,0.15551678836345673,32.1322021484375,1.1517328023910522,0.037412494639383426,,,,0.38145778055252066
BRD-K94274196,5,0.9261985495686531,0.0738014504313469,85.76404571533203,0.06332145631313324,31.56210708618164,1.0755946636199951,0.047984071848238274,,,,0.38031071655041215
BRD-K54014179,5,0.9262258037924767,0.07377419620752335,85.76338958740234,0.06338240951299667,36.99216842651367,1.075993299484253,0.04686563593060735,,,,0.3804692454026633
BRD-K16401691,5,0.9262350723147392,0.07376492768526077,85.7403335571289,0.10031028836965561,30.474620819091797,1.0799413919448853,0.04291620543120316,,,,0.3806277742549144
BRD-K53187535,6,0.9262411594390869,0.07375884056091309,85.76622772216797,0.056675489991903305,30.826112747192383,1.1515510082244873,0.050094951341130775,,,,0.38208209770563445
XMD-1527,19,0.9262437745928764,0.07375622540712357,85.75433349609375,0.27102527022361755,29.542190551757812,1.4771724939346313,0.04248389541318338,,,,0.3289192652712516
BRD-K92659956,5,0.9262490570545197,0.07375094294548035,85.76778411865234,0.13369011878967285,35.810279846191406,1.075311303138733,0.03954119836525087,,,,0.38094483195941664
BRD-K11072542,9,0.9262511655688286,0.07374883443117142,85.70635223388672,0.1853705495595932,31.940399169921875,1.2937723398208618,0.05250171515269045,,,,0.3620021149101163
BRD-K67737641,5,0.9262626990675926,0.07373730093240738,85.75604248046875,0.25607621669769287,43.06119155883789,1.0765295028686523,0.04558996909279957,,,,0.38126188966391883
artemether,7,0.9262718707323074,0.07372812926769257,85.71125793457031,0.5113903284072876,41.417789459228516,1.2109171152114868,0.04392015958277734,antimalarial agent,ATP1A1,Launched,0.3615366203925323
BRD-K04890734,5,0.9262952506542206,0.07370474934577942,85.76781463623047,0.27038049697875977,33.940940856933594,1.0758659839630127,0.04640579219031247,,,,0.3815789473684211
BRD-K24306712,5,0.9262968674302101,0.07370313256978989,85.76504516601562,0.25373375415802,39.42775344848633,1.07573664188385,0.04887231954390566,,,,0.38173747622067217
promethazine,51,0.9263000935316086,0.07369990646839142,85.75951385498047,0.37599918246269226,30.507457733154297,1.601517677307129,0.04233132672143203,histamine receptor antagonist,HRH1,Launched,0.547486033519553
BRD-K23961390,6,0.9263055175542831,0.07369448244571686,85.76876068115234,0.16475817561149597,31.61341094970703,1.1525983810424805,0.04941905060762637,,,,0.3831746527235836
KU-C104228,9,0.9263097569346428,0.07369024306535721,85.76679992675781,0.4294261038303375,35.832035064697266,1.2961775064468384,0.04587687669446261,,,,0.36270708494888965
AICA-ribonucleotide,51,0.9263255670666695,0.07367443293333054,85.7561264038086,0.3069382607936859,28.631189346313477,1.6057626008987427,0.041377633947804714,,,,0.5502793296089385
flurbiprofen-(+/-),8,0.9263551607728004,0.07364483922719955,85.75736999511719,0.41082069277763367,40.6446533203125,1.259594202041626,0.038343589904289495,cyclooxygenase inhibitor,,Launched,0.3616745283018868
THZ-2-98-01,19,0.9263847321271896,0.07361526787281036,85.74087524414062,0.1937587708234787,30.7984619140625,1.481520414352417,0.040952462077298794,,,,0.32934643314822726
BRD-K80779790,7,0.9263856336474419,0.07361436635255814,85.76020812988281,0.13922174274921417,31.411645889282227,1.2141445875167847,0.045930736906082466,,,,0.3622546673049306
hexamethylenebisacetamide,7,0.926394484937191,0.07360551506280899,85.73052978515625,0.6892539858818054,42.94252395629883,1.2117100954055786,0.04782830684833715,AKT inhibitor|differentiation inducer|NFKB pathway inhibitor,AKT1,Phase 2,0.3623743417903303
BRD-K40846327,9,0.9264016598463058,0.07359834015369415,85.75096130371094,0.10628073662519455,25.37065887451172,1.3040225505828857,0.04037772087240356,,,,0.36317706497473856
BRD-K83548510,8,0.9264066740870476,0.07359332591295242,85.75827026367188,0.30590611696243286,43.15254211425781,1.2596585750579834,0.04433385888182388,,,,0.36214622641509436
nimesulide,13,0.9264132678508759,0.07358673214912415,85.72232055664062,0.22687296569347382,33.75282287597656,1.4171072244644165,0.03984303990534606,cyclooxygenase inhibitor,LTF|PLA2G2E|PTGS1|PTGS2,Launched,0.368128710974909
thiotepa,13,0.926428847014904,0.07357115298509598,85.73856353759766,0.18364585936069489,34.34253692626953,1.4012089967727661,0.044433090934216664,cytochrome P450 inhibitor,CYP2B6|CYP3A4,Launched,0.3683202451637617
BRD-K54730162,6,0.9264476299285889,0.07355237007141113,85.7724609375,0.06246381625533104,30.570755004882812,1.1521283388137817,0.05611204134304407,,,,0.3842672077415327
BRD-K71087530,5,0.9265021979808807,0.07349780201911926,85.7773666381836,0.31844785809516907,44.197288513183594,1.0769329071044922,0.047090253267239784,,,,0.3831642358909321
BRD-K56583519,5,0.926532432436943,0.07346756756305695,85.7819595336914,0.11616221815347672,31.971813201904297,1.0764696598052979,0.038891715329050704,,,,0.3833227647431833
BRD-A25416824,13,0.9265507757663727,0.07344922423362732,85.77123260498047,0.7091564536094666,34.86063003540039,1.397491693496704,0.04351506445797228,,,,0.3685117793526144
BRD-K36165258,6,0.9265623316168785,0.07343766838312149,85.77900695800781,0.09289940446615219,34.03720474243164,1.153848648071289,0.041563525486723506,,,,0.384735445606368
BRD-K36022244,9,0.926565021276474,0.073434978723526,85.77388000488281,0.1620991975069046,27.859712600708008,1.2995266914367676,0.039605455697832685,,,,0.3642345200328986
BRD-K92048968,5,0.926573134958744,0.07342686504125595,85.78652954101562,0.06945179402828217,28.343551635742188,1.0761115550994873,0.04691133389853678,,,,0.3837983512999366
BRD-K57480017,8,0.9265808388590813,0.07341916114091873,85.73117065429688,0.159545436501503,29.173553466796875,1.2659026384353638,0.049131798360855385,,,,0.3633254716981132
BRD-A81389811,8,0.9266199246048927,0.07338007539510727,85.7822036743164,0.18369300663471222,28.45700454711914,1.258412480354309,0.04187199347201877,,,,0.3634433962264151
lonidamine,55,0.9266276955604553,0.07337230443954468,85.77464294433594,0.43011006712913513,34.743072509765625,1.610656499862671,0.047067222944812845,glucokinase inhibitor,GCK,Launched,0.553072625698324
carbidopa,13,0.9266497045755386,0.07335029542446136,85.7499008178711,0.4928666949272156,41.29912567138672,1.4023630619049072,0.03788828771161151,aromatic L-amino acid decarboxylase inhibitor,DDC,Launched,0.3692779161080253
BRD-K91701366,7,0.9266652166843414,0.07333478331565857,85.78780364990234,0.7370778322219849,48.84257888793945,1.2111855745315552,0.03396159736553226,,,,0.364169459071326
terreic-acid-(-),15,0.9266664087772369,0.07333359122276306,85.75289154052734,0.28408437967300415,32.012550354003906,1.4292449951171875,0.04020955379019321,Bruton's tyrosine kinase (BTK) inhibitor,BTK,Preclinical,0.3656441717791411
BRD-K03113036,8,0.9266675636172295,0.07333243638277054,85.77997589111328,0.3072681725025177,42.58448028564453,1.25901460647583,0.044636784045383196,,,,0.36391509433962266
BRD-K60839087,5,0.9266838580369949,0.07331614196300507,85.78388214111328,0.20182593166828156,39.138023376464844,1.077643632888794,0.046644927191579914,,,,0.38459099556119214
BRD-K93062774,5,0.926688551902771,0.073311448097229,85.79203033447266,0.18242724239826202,33.488677978515625,1.0765297412872314,0.04534944817679826,,,,0.38474952441344323
BRD-K21626096,5,0.9267157763242722,0.07328422367572784,85.7886734008789,0.1363552361726761,29.888317108154297,1.0771509408950806,0.047650139491846114,,,,0.3849080532656944
PSH-013,8,0.9267161414027214,0.0732838585972786,85.68522644042969,0.1594516485929489,33.73883819580078,1.2603546380996704,0.04554669808162886,,,,0.3643867924528302
BRD-K95606637,51,0.9267309606075287,0.07326903939247131,85.77820587158203,0.5446277856826782,33.290138244628906,1.606886863708496,0.041163148985139,,,,0.5558659217877095
BRD-K98404142,51,0.926741324365139,0.07325867563486099,85.78623962402344,0.22753769159317017,28.070205688476562,1.6017426252365112,0.044415545038012136,,,,0.5586592178770949
YL-58,8,0.9267614409327507,0.0732385590672493,85.77993774414062,0.14367273449897766,25.990583419799805,1.2604721784591675,0.04431805194955052,,,,0.36450471698113207
BRD-K41087962,51,0.9267638847231865,0.07323611527681351,85.7646484375,0.2564151883125305,30.245576858520508,1.6075754165649414,0.043232000788634886,,,,0.5614525139664804
