drug_name,n_cell_lines,direction_instability,mean_pairwise_cosine,mean_rotation_angle_deg,magnitude_cv,mean_norm,frechet_variance,mean_top_gene_jaccard,moa,target,clinical_phase,p_value_population
BRD-K42589221,6,0.918031707406044,0.081968292593956,85.2933578491211,0.10247468203306198,27.048507690429688,1.134701132774353,0.04538598144162643,,,,0.3124707351334478
BRD-K83132555,6,0.918086551129818,0.08191344887018204,85.28860473632812,0.2094215303659439,33.87034225463867,1.1361382007598877,0.05180122764079889,,,,0.31262681442172624
cetraxate,7,0.9181194230914116,0.08188057690858841,85.26522827148438,0.21934674680233002,31.15017318725586,1.1971172094345093,0.03882849068940687,,,,0.2959550023934897
BRD-K30857073,5,0.9181201905012131,0.08187980949878693,85.29714965820312,0.09194792062044144,30.72916030883789,1.0608962774276733,0.04588321940071356,,,,0.31119213696892833
BRD-K15950605,6,0.918131873011589,0.08186812698841095,85.29667663574219,0.2172854095697403,38.879329681396484,1.1347787380218506,0.04132992950488489,,,,0.3130950522865616
PRL-3-inhibitor-I,50,0.9181342795491219,0.08186572045087814,85.28099060058594,0.318172425031662,31.29962921142578,1.5705064535140991,0.04101878021831438,,,,0.4692737430167598
BRD-K09526594,8,0.918135441839695,0.08186455816030502,85.27752685546875,0.2829394042491913,36.26640319824219,1.2389857769012451,0.04070343930256081,,,,0.2959905660377358
rotenone,56,0.9181705489754677,0.08182945102453232,85.2714614868164,0.19692137837409973,31.139678955078125,1.578905463218689,0.04090618568502362,,,,0.4720670391061452
BRD-K79260832,6,0.9181743338704109,0.08182566612958908,85.29595184326172,0.13411609828472137,32.75869369506836,1.1360223293304443,0.043236948481043626,,,,0.31340721086311846
BRD-K93081895,5,0.9181769862771034,0.08182301372289658,85.3048324584961,0.11637594550848007,29.8507080078125,1.060072422027588,0.048682811240130304,,,,0.31182625237793277
olaparib,56,0.9181786775588989,0.08182132244110107,85.28811645507812,0.4830509424209595,35.94768524169922,1.5726736783981323,0.045744885292636685,PARP inhibitor,PARP1|PARP2,Launched,0.4748603351955307
BRD-K42361978,5,0.9181866496801376,0.08181335031986237,85.29780578613281,0.20166894793510437,38.10121536254883,1.061693787574768,0.04922239786302651,,,,0.3119847812301839
BRD-K22080587,8,0.9182035252451897,0.08179647475481033,85.26559448242188,0.21774843335151672,36.92524719238281,1.242722749710083,0.038062772811139886,,,,0.2964622641509434
BRD-K39431644,5,0.9182059466838837,0.08179405331611633,85.29913330078125,0.12406201660633087,36.8961067199707,1.0609151124954224,0.04098691469077854,,,,0.3123018389346861
BRD-K56951539,6,0.9182111397385597,0.08178886026144028,85.29862976074219,0.15495190024375916,30.82341766357422,1.1358445882797241,0.04831538877254834,,,,0.3141876073045107
BRD-K90281509,8,0.9182290807366371,0.08177091926336288,85.28507995605469,0.1450459361076355,32.13063049316406,1.2418582439422607,0.04534291996095267,,,,0.2968160377358491
MW-STK33-4C,13,0.9182458966970444,0.08175410330295563,85.27156066894531,0.18775111436843872,32.02357482910156,1.3755037784576416,0.04294491679801515,,,,0.30990231756368514
BRD-K18495986,8,0.9182523638010025,0.0817476361989975,85.28025817871094,0.15979662537574768,24.12667465209961,1.2424260377883911,0.04148097729795335,,,,0.2970518867924528
CGP-53353,14,0.9182559922337532,0.0817440077662468,85.29261779785156,0.24240416288375854,29.881494522094727,1.3894383907318115,0.04827031332142667,EGFR inhibitor|PKC inhibitor,EGFR|PRKCB,Preclinical,0.31041746457296054
BRD-K62450654,5,0.9182610586285591,0.08173894137144089,85.29096984863281,0.12219762057065964,34.786338806152344,1.0624154806137085,0.05156752240177246,,,,0.31293595434369054
BRD-K12907790,5,0.9182651117444038,0.08173488825559616,85.30348205566406,0.47615107893943787,44.82118606567383,1.061270833015442,0.033099968113820405,,,,0.3130944831959417
BRD-K32485462,13,0.9182671308517456,0.0817328691482544,85.28058624267578,0.1467660665512085,27.817232131958008,1.3740242719650269,0.04676143332264964,,,,0.31047692013024325
BRD-K46295497,8,0.9182691723108292,0.08173082768917084,85.26705169677734,0.533961296081543,45.065704345703125,1.244352102279663,0.0449994322089955,,,,0.2976415094339623
BRD-A85712510,9,0.9182800129055977,0.08171998709440231,85.27253723144531,0.22272279858589172,30.83956527709961,1.2839829921722412,0.0433127945658556,,,,0.29855481142051465
NPK76-II-72-1,19,0.9182899743318558,0.08171002566814423,85.28057861328125,0.38697847723960876,30.806554794311523,1.4522234201431274,0.040743864324898606,,,,0.27680478428022215
BRD-K58980886,5,0.9183291792869568,0.08167082071304321,85.31257629394531,0.21467557549476624,39.25501251220703,1.060281753540039,0.04704007191496579,,,,0.31357006975269497
BRD-K69719681,5,0.918346643447876,0.08165335655212402,85.30941772460938,0.12243974953889847,43.015254974365234,1.0609190464019775,0.0445121284904944,,,,0.3137285986049461
tubacin,9,0.9183992445468903,0.08160075545310974,84.8403549194336,0.2722789943218231,33.59983825683594,1.2915455102920532,0.05119164130123358,,,,0.2989072964399013
BRD-K55533488,8,0.9184286743402481,0.08157132565975189,85.31514739990234,0.2605881690979004,35.38287353515625,1.2370184659957886,0.046188644108643914,,,,0.2982311320754717
BRD-K64885524,13,0.9184424877166748,0.0815575122833252,85.2505874633789,0.1277858018875122,27.473329544067383,1.379530668258667,0.03945571211474147,,,,0.31162612526335953
homatropine,9,0.9184466078877449,0.0815533921122551,85.28533172607422,0.22002239525318146,30.85097885131836,1.277371883392334,0.039942806632582664,acetylcholine receptor antagonist,CHRM1,Launched,0.299259781459288
BRD-K79153888,5,0.9184600114822388,0.08153998851776123,85.31354522705078,0.20793065428733826,41.77013397216797,1.0618659257888794,0.05009001574158484,,,,0.31436271401395055
BRD-K44339679,5,0.918488159775734,0.08151184022426605,85.31536865234375,0.09776578098535538,30.735952377319336,1.0616343021392822,0.04203921392974935,,,,0.31452124286620164
BRD-K09292709,6,0.9184884503483772,0.08151154965162277,85.31858825683594,0.08258568495512009,29.23358726501465,1.1353431940078735,0.04419992859831844,,,,0.31637271734040895
BRD-K96834740,5,0.9185225814580917,0.08147741854190826,85.30994415283203,0.0857684463262558,29.80318832397461,1.0631219148635864,0.05549198723261854,,,,0.3148383005707039
BRD-K76951091,9,0.9185235351324081,0.08147646486759186,85.25559997558594,0.20361372828483582,28.018518447875977,1.2963966131210327,0.046697238614120846,,,,0.2998472564915991
BRD-K60144416,6,0.9185252040624619,0.08147479593753815,85.3161392211914,0.13750241696834564,30.349853515625,1.1376208066940308,0.04801175183168773,,,,0.31684095520524425
BRD-K85123403,13,0.9185397103428841,0.08146028965711594,85.30706024169922,0.22413122653961182,30.20663070678711,1.372226595878601,0.04233113622715921,,,,0.31220072782991765
fisetinidol,8,0.9185830876231194,0.08141691237688065,85.31505584716797,0.14305104315280914,27.943574905395508,1.237987756729126,0.055216662964867394,,,,0.2994103773584906
BRD-K85099724,5,0.918597400188446,0.08140259981155396,85.32267761230469,0.1220049262046814,29.681697845458984,1.0616729259490967,0.04075082329245287,,,,0.3154724159797083
BRD-K74548617,6,0.918600358068943,0.08139964193105698,85.31729888916016,0.1512296348810196,31.12632942199707,1.1365348100662231,0.04154704725535427,,,,0.3173091930700796
BRD-K76418961,8,0.918602466583252,0.08139753341674805,85.30953979492188,0.15055687725543976,39.28913879394531,1.238038420677185,0.04439477028666118,,,,0.2997641509433962
BRD-K20531360,6,0.9186070710420609,0.08139292895793915,85.320556640625,0.18619778752326965,32.203704833984375,1.1364034414291382,0.04436417200376948,,,,0.3176213516466365
KUC104542N,9,0.918607197701931,0.081392802298069,85.31658172607422,0.36747172474861145,33.06425094604492,1.2751491069793701,0.044976731538913545,,,,0.30078721654329693
SCH-442416,13,0.9186409190297127,0.08135908097028732,85.27809143066406,0.28838035464286804,33.80925369262695,1.385042667388916,0.04075206412509093,,,,0.31296686458532846
BRD-K06518099,5,0.9186641871929169,0.08133581280708313,85.32158660888672,0.11079489439725876,34.815643310546875,1.0624005794525146,0.04655981991283102,,,,0.31626506024096385
BRD-K55536701,13,0.9187119677662849,0.08128803223371506,85.31634521484375,0.3697924017906189,31.787864685058594,1.3767049312591553,0.04456438513402892,,,,0.31315839877418117
amcinonide,13,0.9187416434288025,0.08125835657119751,85.30047607421875,0.25356295704841614,33.49299240112305,1.38143789768219,0.04573019176302536,glucocorticoid receptor agonist,NR3C1,Launched,0.31334993296303393
BRD-K98386238,5,0.9187663644552231,0.08123363554477692,85.33112335205078,0.19429542124271393,37.31732940673828,1.0611865520477295,0.053255859440044004,,,,0.31642358909321494
BRD-K02861439,5,0.918784573674202,0.08121542632579803,85.30874633789062,0.09009500592947006,39.238197326660156,1.0648945569992065,0.042625043016245576,,,,0.3165821179454661
BRD-K93944867,5,0.9187888652086258,0.0812111347913742,85.32955932617188,0.0870945155620575,33.920379638671875,1.0634851455688477,0.04139022670985058,,,,0.3167406467977172
BRD-K54635843,6,0.9187894314527512,0.08121056854724884,85.31660461425781,0.09507850557565689,29.49420738220215,1.1387416124343872,0.05640643718101181,,,,0.31855782737630717
BRD-K92912836,5,0.9188255369663239,0.08117446303367615,85.33174896240234,0.10264261066913605,30.641494750976562,1.0636030435562134,0.05297091177656636,,,,0.31705770450221943
BRD-K21453918,5,0.918900802731514,0.08109919726848602,85.34447479248047,0.15155750513076782,28.980030059814453,1.0615922212600708,0.06083595941334165,,,,0.3172162333544705
BRD-K62300190,8,0.9189420789480209,0.08105792105197906,85.31871032714844,0.18963883817195892,27.711669921875,1.2417151927947998,0.04524232401730318,,,,0.30129716981132076
BRD-K00859168,13,0.9190123528242111,0.08098764717578888,85.32872772216797,0.23278534412384033,30.45404052734375,1.3737127780914307,0.03981228468375939,,,,0.31373300134073934
BRD-K44575778,9,0.9190291315317154,0.0809708684682846,85.31031036376953,0.1311495304107666,30.028215408325195,1.2837249040603638,0.04136542099698029,,,,0.30231465162730586
BRD-K97629076,8,0.9190429076552391,0.0809570923447609,85.32911682128906,0.15531741082668304,27.79003143310547,1.2411320209503174,0.040287047257518006,,,,0.3016509433962264
BRD-K08887444,9,0.9190561771392822,0.08094382286071777,85.32916259765625,0.30348241329193115,31.596750259399414,1.280669093132019,0.0389850408630364,,,,0.3025496416402303
BRD-K63828515,8,0.919064350426197,0.08093564957380295,85.3365249633789,0.16052764654159546,36.20907974243164,1.2397198677062988,0.04282617086356882,,,,0.3018867924528302
BRD-K88668992,9,0.9190991967916489,0.08090080320835114,85.31373596191406,0.40940818190574646,31.85814094543457,1.2853676080703735,0.04548935637850529,,,,0.3027846316531547
megestrol,8,0.9191345348954201,0.08086546510457993,85.33784484863281,0.10691011697053909,31.372943878173828,1.241927146911621,0.04372886600447258,progesterone receptor agonist,,Launched,0.30212264150943396
HLI-373,51,0.9191350340843201,0.08086496591567993,85.22588348388672,0.3534355163574219,35.08604431152344,1.5722156763076782,0.04846904807415915,,,,0.4776536312849162
BRD-K73233900,5,0.9191351309418678,0.08086486905813217,85.3492660522461,0.231473907828331,40.12650680541992,1.0635157823562622,0.045383338212215116,,,,0.3184844641724794
RAN-05,13,0.9191592559218407,0.08084074407815933,85.34825897216797,0.20751763880252838,28.42962646484375,1.3742139339447021,0.045585769459538024,,,,0.31507374066270827
BRD-K03257659,8,0.9191649630665779,0.08083503693342209,85.33763122558594,0.30748268961906433,40.84941101074219,1.242301344871521,0.03787087911550575,,,,0.30247641509433965
BRD-K05402890,51,0.9191721007227898,0.08082789927721024,85.33165740966797,0.30136409401893616,33.542030334472656,1.5696125030517578,0.04340795102731885,,,,0.48044692737430167
BRD-K96704748,13,0.9191889986395836,0.08081100136041641,85.35033416748047,0.3116410970687866,30.984661102294922,1.3738669157028198,0.04511613262631465,,,,0.31545680904041373
BRD-K32320888,6,0.919203370809555,0.08079662919044495,85.3570785522461,0.16926658153533936,32.91044998168945,1.1378084421157837,0.04481513479915275,,,,0.3204307788356485
BRD-K74127463,6,0.9192144870758057,0.08078551292419434,85.35296630859375,0.1508115828037262,32.28336715698242,1.139283537864685,0.048700553476184974,,,,0.32058685812392695
BRD-K91729331,6,0.9192607626318932,0.08073923736810684,85.34576416015625,0.08541995286941528,35.2902946472168,1.1444387435913086,0.050211436090089455,,,,0.3207429374122054
BRD-K03631605,5,0.9192688465118408,0.08073115348815918,85.36431121826172,0.1033628061413765,32.1502571105957,1.0627669095993042,0.0453344507064749,,,,0.3192771084337349
BRD-K76269942,5,0.919279158115387,0.08072084188461304,85.36417388916016,0.36675629019737244,43.638328552246094,1.0623648166656494,0.04683777506055972,,,,0.31943563728598606
BRD-K72114074,5,0.9192867428064346,0.08071325719356537,85.35894012451172,0.08632864058017731,28.835092544555664,1.0636401176452637,0.05486096446094061,,,,0.31959416613823716
ODQ,13,0.919288381934166,0.08071161806583405,85.3351058959961,0.2081783264875412,31.66371726989746,1.3800939321517944,0.0419447503600057,guanylyl cyclase inhibitor,GUCY1A2|GUCY1A3|GUCY1B3,Preclinical,0.31564834322926644
halometasone,7,0.9193008542060852,0.0806991457939148,85.34557342529297,0.17747949063777924,36.020286560058594,1.196044683456421,0.05568161214592202,,,,0.3039731929152705
BRD-K65851733,5,0.9193737059831619,0.08062629401683807,85.36741638183594,0.3249754309654236,34.392173767089844,1.063372015953064,0.04359735669524573,,,,0.3199112238427394
BRD-K40224283,8,0.9193974882364273,0.08060251176357269,85.34321594238281,0.15422971546649933,27.90591049194336,1.2412230968475342,0.0452892505911297,,,,0.30377358490566037
taxifolin,7,0.9194094985723495,0.08059050142765045,85.28766632080078,0.4747885465621948,38.97906494140625,1.1955187320709229,0.05194717718921028,opioid receptor antagonist,ADIPOR2,Phase 2,0.3043322163714696
pemetrexed,50,0.919420413672924,0.08057958632707596,85.35275268554688,0.6337825655937195,35.48857116699219,1.5711092948913574,0.041993393824572685,dihydrofolate reductase inhibitor|thymidylate synthase inhibitor,ATIC|DHFR|GART|TYMS,Launched,0.48324022346368717
BRD-K39222404,5,0.9194237738847733,0.08057622611522675,85.37284851074219,0.12360656261444092,30.957454681396484,1.0632984638214111,0.05007780316048397,,,,0.3203868103994927
BRD-K41513229,6,0.9194298833608627,0.08057011663913727,85.37278747558594,0.23004312813282013,35.7642707824707,1.1377232074737549,0.045301691611652206,,,,0.3221476510067114
BRD-K18727181,5,0.9194394946098328,0.08056050539016724,85.36372375488281,0.12473452836275101,32.699867248535156,1.0640350580215454,0.05368819143297865,,,,0.3207038681039949
BRD-K39732687,9,0.9194521531462669,0.08054784685373306,85.3687744140625,0.30775201320648193,30.86536407470703,1.2756807804107666,0.04385489778530855,,,,0.30513453178239924
BRD-K74348865,8,0.9194673448801041,0.08053265511989594,85.35791015625,0.4063358008861542,34.73685073852539,1.246476411819458,0.04724943009338064,,,,0.30448113207547167
BRD-K25585643,5,0.9194683879613876,0.08053161203861237,85.37274932861328,0.1468077152967453,31.41739273071289,1.063254952430725,0.047087279238927575,,,,0.32117945466074826
BRD-K04577097,5,0.919474370777607,0.08052562922239304,85.37692260742188,0.14023534953594208,37.13524627685547,1.0629308223724365,0.035564201667036374,,,,0.32133798351299936
BRD-K76397886,5,0.9194743782281876,0.08052562177181244,85.36722564697266,0.18259195983409882,40.73908615112305,1.0658440589904785,0.05884125951337379,,,,0.32149651236525045
corticosterone,9,0.9194780066609383,0.08052199333906174,85.36563110351562,0.27690261602401733,36.483680725097656,1.2768064737319946,0.04437088921624365,mineralocorticoid receptor agonist,HSD11B1|NCOA1|NR3C2,Preclinical,0.3057220068147104
BRD-K64622657,6,0.919483907520771,0.08051609247922897,85.3789291381836,0.5501495599746704,46.2065315246582,1.137068271636963,0.04163918108406496,,,,0.32339628531293896
voriconazole,14,0.9194908887147903,0.08050911128520966,85.35502624511719,0.5407521724700928,41.70615768432617,1.3929308652877808,0.0449878218932965,cytochrome P450 inhibitor,CYP2C19|CYP2C9|CYP3A4|CYP3A5|PTGS1,Launched,0.31711987744159326
BRD-K93623754,8,0.9194908961653709,0.08050910383462906,85.36856842041016,0.2337249368429184,36.610595703125,1.240546464920044,0.047804061730506824,,,,0.30530660377358493
pimozide,57,0.9195090681314468,0.08049093186855316,85.34999084472656,0.27742666006088257,32.421363830566406,1.5832675695419312,0.0471208299992414,dopamine receptor antagonist,CACNA1I|CALM1|DRD1|DRD2|DRD3|DRD4|DRD5|HRH1|HTR1A|HTR2A|KCNA10|KCNH2,Launched,0.484593837535014
SB-525334,19,0.9195186570286751,0.08048134297132492,85.3621826171875,0.40807250142097473,29.188486099243164,1.4547853469848633,0.043298524308785495,TGF beta receptor inhibitor,TGFBR1,Preclinical,0.2815036309269543
BRD-K30309936,6,0.9195232912898064,0.08047670871019363,85.37586212158203,0.11908353865146637,29.866113662719727,1.138386845588684,0.05145893367543407,,,,0.3237084438894959
alitretinoin,15,0.9195323884487152,0.08046761155128479,85.36003875732422,0.20318028330802917,31.806615829467773,1.409521222114563,0.04582019507492013,,,,0.3147239263803681
BRD-K20315727,5,0.9195328801870346,0.0804671198129654,85.3692626953125,0.11133190244436264,33.58881759643555,1.0654054880142212,0.04037144930534811,,,,0.32228915662650603
anagrelide,13,0.9195459336042404,0.08045406639575958,85.29519653320312,0.3057244122028351,33.34421157836914,1.3894810676574707,0.042810209425765806,phosphodiesterase inhibitor,PDE3A,Launched,0.31775521930664624
BRD-K50112803,5,0.9195630326867104,0.08043696731328964,85.38327026367188,0.19794653356075287,32.762290954589844,1.0629491806030273,0.04215663318771482,,,,0.32244768547875713
BRD-K05211263,6,0.9195643588900566,0.08043564110994339,85.37393951416016,0.07851354777812958,29.215734481811523,1.1397275924682617,0.042920389322766005,,,,0.3241766817543312
BRD-K61285042,5,0.919583834707737,0.08041616529226303,85.38188171386719,0.08965278416872025,28.22994613647461,1.063422679901123,0.0470993203231068,,,,0.3227647431832594
BRD-K38698447,9,0.9196202531456947,0.08037974685430527,85.3536148071289,0.29935789108276367,27.78141212463379,1.28548002243042,0.038877929088211825,,,,0.30701445188579485
BRD-K92947165,5,0.9196632355451584,0.08033676445484161,85.387451171875,0.3233318030834198,43.66163635253906,1.0629183053970337,0.03671068972705291,,,,0.32308180088776156
BRD-K00816165,13,0.9197084233164787,0.08029157668352127,85.36764526367188,0.38840359449386597,36.84306335449219,1.3815375566482544,0.044614559975102976,,,,0.31813828768435165
BRD-K81438145,5,0.9197312220931053,0.08026877790689468,85.39012908935547,0.021333390846848488,29.29806137084961,1.0638322830200195,0.049488900198569385,,,,0.32324032974001266
KU-C104142,9,0.9197354018688202,0.08026459813117981,85.38178253173828,0.17565715312957764,32.660369873046875,1.278121829032898,0.04304111450190974,,,,0.30748443191164376
BRD-K83448671,6,0.9197369441390038,0.08026305586099625,85.3870620727539,0.40679213404655457,39.9486083984375,1.1385546922683716,0.03889389665754107,,,,0.3251131574840019
BRD-K30126976,8,0.9197425171732903,0.08025748282670975,85.38250732421875,0.15172626078128815,34.39636993408203,1.2430906295776367,0.04191612341773116,,,,0.30695754716981133
BRD-K45907733,5,0.9197649210691452,0.0802350789308548,85.39089965820312,0.1281789243221283,31.343120574951172,1.0634660720825195,0.051413217051126135,,,,0.32387444514901714
BRD-K43774268,5,0.9197766035795212,0.08022339642047882,85.36923217773438,0.1785278022289276,33.87533950805664,1.0660314559936523,0.042121377422231564,,,,0.32403297400126824
BRD-K96403486,13,0.9197978600859642,0.0802021399140358,85.38040924072266,0.23550119996070862,28.340238571166992,1.3766995668411255,0.042701599779621076,,,,0.31871289025090976
BRD-K88710727,13,0.9197980687022209,0.08020193129777908,85.37806701660156,0.3873768746852875,31.61539077758789,1.381117582321167,0.04066786380733543,,,,0.3189044244397625
BRD-K11366122,6,0.9198218137025833,0.08017818629741669,85.39117431640625,0.0944213718175888,30.73658561706543,1.1393053531646729,0.05402923944199264,,,,0.32573747463711566
BRD-K01055635,6,0.9198242649435997,0.0801757350564003,85.387939453125,0.17365500330924988,35.12638473510742,1.138922095298767,0.042508376254870396,,,,0.3258935539253941
BRD-K06652922,13,0.9198675453662872,0.08013245463371277,85.3707275390625,0.4910553991794586,30.63567352294922,1.3828155994415283,0.04326536043250974,,,,0.31909595862861523
BRD-K86269644,13,0.9198727384209633,0.08012726157903671,85.37794494628906,0.14891715347766876,27.00079345703125,1.379858136177063,0.043354746242372566,,,,0.31928749281746793
enalapril,13,0.919881135225296,0.08011886477470398,85.36560821533203,0.3907705545425415,31.273019790649414,1.3816447257995605,0.042414435009773314,angiotensin converting enzyme inhibitor,ACE,Launched,0.31947902700632064
BRD-K98546361,9,0.9198822677135468,0.08011773228645325,85.35264587402344,0.23900049924850464,30.65828514099121,1.284283995628357,0.041093934171449804,,,,0.30889437198919045
BRD-K78844995,13,0.9199123159050941,0.08008768409490585,85.38834381103516,0.18437470495700836,28.986366271972656,1.376819372177124,0.041421073514150725,,,,0.31986209538402605
BRD-K97926541,8,0.9199181944131851,0.08008180558681488,85.37948608398438,0.17302940785884857,27.967586517333984,1.241546392440796,0.0412778810123886,,,,0.30837264150943394
BRD-K77908171,5,0.9199568703770638,0.08004312962293625,85.376708984375,0.10808145254850388,35.92916488647461,1.066540002822876,0.03408937396117838,,,,0.32482561826252376
BRD-K98988337,5,0.919960044324398,0.08003995567560196,85.40420532226562,0.1555253118276596,36.86224365234375,1.0639399290084839,0.03986954634902177,,,,0.3249841471147749
BRD-K38459107,6,0.9199832528829575,0.08001674711704254,85.4068832397461,0.13379839062690735,33.519405364990234,1.1383018493652344,0.052256781434809246,,,,0.3266739503667863
KU-C103655,9,0.9199924319982529,0.08000756800174713,85.38823699951172,0.19265834987163544,29.21882438659668,1.2774778604507446,0.04680476955657729,,,,0.3095993420279638
BRD-K82911380,5,0.9200145527720451,0.07998544722795486,85.40839385986328,0.30987992882728577,39.511253356933594,1.064089059829712,0.03616346825703475,,,,0.3254597336715282
olvanil,13,0.9200498685240746,0.07995013147592545,85.35152435302734,0.559737503528595,39.68544387817383,1.3874002695083618,0.04601774160417409,TRPV agonist,CNR1|GPR119|TRPV1,Preclinical,0.32043669795058416
RS-23597-190,51,0.9200580716133118,0.07994192838668823,85.39334106445312,0.23014292120933533,29.742225646972656,1.5768146514892578,0.04412902846420145,serotonin receptor antagonist,HTR4,Preclinical,0.4888268156424581
BRD-K28513058,5,0.920087993144989,0.07991200685501099,85.41353607177734,0.12831135094165802,29.439708709716797,1.0636863708496094,0.06585192680052145,,,,0.32561826252377934
BRD-K09186736,8,0.9201063066720963,0.07989369332790375,85.38843536376953,0.12302499264478683,29.19082260131836,1.2437736988067627,0.03724150655638878,,,,0.30931603773584904
BRD-K33215066,6,0.9201259389519691,0.07987406104803085,85.40666961669922,0.23265109956264496,33.87929153442383,1.1396150588989258,0.04858781234724355,,,,0.32745434680817853
BRD-K20332840,8,0.92013019323349,0.07986980676651001,85.4028549194336,0.2327830046415329,32.02174377441406,1.2451941967010498,0.04312940010815788,,,,0.3095518867924528
BRD-K19898724,5,0.9201643317937851,0.0798356682062149,85.40962982177734,0.16293291747570038,31.632884979248047,1.0649527311325073,0.040337146196445815,,,,0.3262523779327838
BRD-K47709646,13,0.920170895755291,0.07982910424470901,85.37544250488281,0.1761670857667923,31.523591995239258,1.3818814754486084,0.042724119598151214,,,,0.32101130051714233
BRD-K63388446,8,0.9201770201325417,0.07982297986745834,85.37320709228516,0.30807456374168396,41.487709045410156,1.2451176643371582,0.04225822261521918,,,,0.3099056603773585
BRD-K16425314,5,0.9201845079660416,0.07981549203395844,85.41150665283203,0.13400651514530182,34.30616760253906,1.0642895698547363,0.04729895726701884,,,,0.32656943563728597
BRD-K95567178,6,0.9201874434947968,0.07981255650520325,85.41035461425781,0.19699600338935852,35.8033561706543,1.1405879259109497,0.03488722059971996,,,,0.3282347432495708
BRD-A05831822,8,0.9202133938670158,0.07978660613298416,85.39616394042969,0.1158013865351677,26.224580764770508,1.2430328130722046,0.044128549463356835,,,,0.31025943396226413
BRD-K42427050,6,0.9202215522527695,0.07977844774723053,85.4139633178711,0.15337112545967102,35.98637771606445,1.140543818473816,0.04854715894410438,,,,0.32854690182612767
BRD-K16769902,7,0.9202526360750198,0.07974736392498016,85.41508483886719,0.20384447276592255,35.230106353759766,1.1960614919662476,0.03986521243242661,,,,0.3109143130684538
BRD-K75627148,11,0.9202634170651436,0.07973658293485641,85.3930892944336,0.1561165452003479,37.077266693115234,1.3384908437728882,0.04248057754859023,,,,0.31797310593637257
BRD-K96636466,5,0.9203159660100937,0.07968403398990631,85.42865753173828,0.1041402593255043,32.460594177246094,1.064100980758667,0.0399843138745645,,,,0.32736207989854155
BRD-K14478589,5,0.9203201308846474,0.07967986911535263,85.42591094970703,0.11611258238554001,34.19186019897461,1.0644567012786865,0.043396749548320776,,,,0.32752060875079264
BRD-K48548528,5,0.9203335717320442,0.07966642826795578,85.42119598388672,0.16161563992500305,34.529598236083984,1.0641043186187744,0.053851044568603124,,,,0.32767913760304374
BRD-K12968907,5,0.9203452244400978,0.07965477555990219,85.42655181884766,0.12418707460165024,31.453998565673828,1.0643117427825928,0.050764691188006195,,,,0.3278376664552949
BRD-K75688794,5,0.9203473702073097,0.07965262979269028,85.40406799316406,0.11677006632089615,30.74090576171875,1.0662131309509277,0.043303655328296733,,,,0.327996195307546
BRD-K64099269,9,0.9203584045171738,0.07964159548282623,85.39677429199219,0.22357356548309326,28.845754623413086,1.2860478162765503,0.04063980194375574,,,,0.31206673716367056
4-(2-amino-ethyl)-benzenesulfonamide,9,0.9203664213418961,0.07963357865810394,85.40408325195312,0.15437941253185272,27.522979736328125,1.27972412109375,0.03952471535918952,,,,0.31218423217013275
RS-39604,13,0.9203963130712509,0.07960368692874908,85.39077758789062,0.40743282437324524,40.28898239135742,1.384523868560791,0.04554263235206698,serotonin receptor antagonist,HTR4,Preclinical,0.32235203983911126
BRD-K88683417,5,0.9204144477844238,0.07958555221557617,85.41380310058594,0.08065326511859894,28.191722869873047,1.0663107633590698,0.05127500411738804,,,,0.3284717818642993
BRD-K12559526,6,0.9204232320189476,0.0795767679810524,85.42679595947266,0.19136853516101837,31.463865280151367,1.1400822401046753,0.041453636245162656,,,,0.3302637739971906
ephedrine-(racemic),8,0.9204467386007309,0.0795532613992691,85.41992950439453,0.12195034325122833,26.124637603759766,1.2454562187194824,0.03718826300715478,adrenergic receptor agonist,ADRA1A|ADRA2A|ADRB1|ADRB2|ATF1|ATF2|ATF3|ATF4|ATF5|ATF6|ATF7|FOS|IL2|JDP2|JUN|NFATC1|SLC6A2|SLC6A3|SLC6A4|TNF,Launched,0.3119103773584906
carbinoxamine,13,0.9204845279455185,0.0795154720544815,85.27277374267578,0.6159906387329102,39.67806625366211,1.4052364826202393,0.04538575708183675,histamine receptor antagonist,HRH1,Launched,0.3227351082168167
BRD-K73680494,5,0.9205030351877213,0.07949696481227875,85.4283447265625,0.17582091689109802,33.828853607177734,1.0650991201400757,0.043734988946204215,,,,0.32894736842105265
BRD-K83694683,11,0.9205598384141922,0.0794401615858078,85.39950561523438,0.38031578063964844,42.73653793334961,1.336112380027771,0.047000244975595365,,,,0.31912102328632336
BRD-A39599596,9,0.9205669537186623,0.07943304628133774,85.36563873291016,0.40315791964530945,41.95121765136719,1.2798336744308472,0.043139370583441146,,,,0.3131241922218306
KN-62,13,0.9205710738897324,0.07942892611026764,85.39891052246094,0.19496051967144012,32.57861328125,1.3898454904556274,0.04169927603759683,calcium/calmodulin dependent protein kinase inhibitor|purinergic receptor antagonist,AKT1|CAMK2A|CHEK1|LCK|MAPK1|MAPK11|MAPK12|MAPK14|MAPK8|P2RX7|PRKCA|ROCK1|RPS6KB1|SGK1,Preclinical,0.32330971078337484
BRD-K77663706,5,0.920595794916153,0.07940420508384705,85.44290924072266,0.1279185265302658,29.91837501525879,1.0646432638168335,0.04472682670488425,,,,0.32926442612555484
